,close,high,low,open,tradeTime,tradeTimeinMills,volume
4614,133.4200,133.4800,133.3601,133.3601,2019-08-16 10:12:00,1565964720000,6441
4615,133.5500,133.5500,133.3900,133.4400,2019-08-16 10:13:00,1565964780000,2961
4616,133.5800,133.6300,133.4900,133.5200,2019-08-16 10:14:00,1565964840000,3496
4617,133.5500,133.7200,133.5500,133.6500,2019-08-16 10:15:00,1565964900000,4200
4618,133.4700,133.5902,133.4400,133.5500,2019-08-16 10:16:00,1565964960000,4911
4619,133.4500,133.5222,133.4500,133.5100,2019-08-16 10:17:00,1565965020000,2800
4620,133.5300,133.5700,133.3900,133.4500,2019-08-16 10:18:00,1565965080000,10233
4621,133.5100,133.5900,133.5000,133.5411,2019-08-16 10:19:00,1565965140000,4716
4622,133.8300,133.8400,133.4300,133.5300,2019-08-16 10:20:00,1565965200000,14051
4623,133.9800,134.2000,133.8300,133.8300,2019-08-16 10:21:00,1565965260000,19426
4624,133.8987,133.9404,133.6600,133.9404,2019-08-16 10:22:00,1565965320000,2602
4625,133.8506,133.9000,133.7537,133.8607,2019-08-16 10:23:00,1565965380000,3067
4626,133.9100,134.0500,133.7500,133.8800,2019-08-16 10:24:00,1565965440000,13528
4627,133.9200,134.0686,133.8750,134.0200,2019-08-16 10:25:00,1565965500000,10636
4628,133.8900,133.9300,133.8393,133.8900,2019-08-16 10:26:00,1565965560000,4797
4629,133.6300,133.8800,133.6300,133.8800,2019-08-16 10:27:00,1565965620000,5356
4630,133.5160,133.6500,133.5160,133.6200,2019-08-16 10:28:00,1565965680000,2340
4631,133.5700,133.6100,133.4501,133.4501,2019-08-16 10:29:00,1565965740000,3310
4632,133.6300,133.6400,133.5200,133.5200,2019-08-16 10:30:00,1565965800000,4815
4633,133.6400,133.6900,133.6000,133.6261,2019-08-16 10:31:00,1565965860000,1210
4634,133.6550,133.6756,133.5800,133.6400,2019-08-16 10:32:00,1565965920000,4848
4635,133.5600,133.6800,133.5600,133.6300,2019-08-16 10:33:00,1565965980000,2270
4636,133.6300,133.6666,133.5400,133.5900,2019-08-16 10:34:00,1565966040000,2715
4637,133.6300,133.7500,133.6100,133.6494,2019-08-16 10:35:00,1565966100000,5105
4638,133.7200,133.7200,133.5900,133.6493,2019-08-16 10:36:00,1565966160000,2950
4639,133.7600,133.7800,133.6800,133.6800,2019-08-16 10:37:00,1565966220000,2550
4640,133.7300,133.7900,133.7200,133.7400,2019-08-16 10:38:00,1565966280000,4100
4641,133.7000,133.8100,133.6700,133.7900,2019-08-16 10:39:00,1565966340000,4675
4642,133.8300,133.8600,133.7000,133.7700,2019-08-16 10:40:00,1565966400000,3101
4643,133.8600,133.9000,133.8300,133.8300,2019-08-16 10:41:00,1565966460000,3620
4644,134.0059,134.0604,133.8800,133.8825,2019-08-16 10:42:00,1565966520000,13256
4645,134.0100,134.0999,133.9950,134.0600,2019-08-16 10:43:00,1565966580000,3961
4646,134.0100,134.0400,133.9900,134.0185,2019-08-16 10:44:00,1565966640000,1828
4647,134.0550,134.1300,133.9900,134.0600,2019-08-16 10:45:00,1565966700000,5006
4648,134.1100,134.1100,134.0100,134.0445,2019-08-16 10:46:00,1565966760000,4260
4649,134.1900,134.2100,134.0600,134.1500,2019-08-16 10:47:00,1565966820000,4696
4650,134.1200,134.2000,134.1100,134.1945,2019-08-16 10:48:00,1565966880000,2500
4651,134.0897,134.1200,134.0400,134.1200,2019-08-16 10:49:00,1565966940000,4872
4652,134.1900,134.1900,134.0800,134.1100,2019-08-16 10:50:00,1565967000000,3710
4653,134.1604,134.2300,134.1400,134.2000,2019-08-16 10:51:00,1565967060000,2600
4654,134.1400,134.2000,134.1400,134.1700,2019-08-16 10:52:00,1565967120000,3198
4655,134.1500,134.2240,134.1400,134.1800,2019-08-16 10:53:00,1565967180000,4304
4656,134.1600,134.1900,134.1400,134.1400,2019-08-16 10:54:00,1565967240000,2700
4657,134.2400,134.3300,134.1500,134.1700,2019-08-16 10:55:00,1565967300000,13327
4658,134.4000,134.5200,134.2670,134.2670,2019-08-16 10:56:00,1565967360000,25374
4659,134.4600,134.5700,134.3600,134.4000,2019-08-16 10:57:00,1565967420000,63773
4660,134.5100,134.5352,134.4400,134.4400,2019-08-16 10:58:00,1565967480000,7047
4661,134.5378,134.5400,134.4700,134.5100,2019-08-16 10:59:00,1565967540000,2549
4662,134.5300,134.5900,134.4200,134.5550,2019-08-16 11:00:00,1565967600000,5239
4663,134.5050,134.5600,134.4900,134.5400,2019-08-16 11:01:00,1565967660000,2204
4664,134.5000,134.5740,134.5000,134.5500,2019-08-16 11:02:00,1565967720000,2950
4665,134.4400,134.4950,134.4000,134.4700,2019-08-16 11:03:00,1565967780000,5311
4666,134.4200,134.4900,134.4200,134.4400,2019-08-16 11:04:00,1565967840000,4413
